SportName,Gender,PSAL Program Name,PSAL Code,Season,League,Cost
CROSS COUNTRY BOYS,Boys,HS for Law Enforcement & Public Safety,28690,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,HS for Law Enforcement & Public Safety,28690,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,HS for Law Enforcement & Public Safety,28690,S,PSAL," $	6,708.90 "
INDOOR TRACK BOYS,Boys,HS for Law Enforcement & Public Safety,28690,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,HS for Law Enforcement & Public Safety,28690,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,HS for Law Enforcement & Public Safety,28690,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,HS for Law Enforcement & Public Safety,28690,S,PSAL," $	8,302.65 "
BASKETBALL BOYS VARSITY,Boys,HS For Leadership & Public Service,02370,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS For Leadership & Public Service,02370,W,PSAL," $	14,033.29 "
SOFTBALL GIRLS VARSITY,Girls,HS For Leadership & Public Service,02370,S,PSAL," $	12,414.75 "
BASEBALL BOYS VARSITY,Boys,"HS For Math, Science and Engineering @ CCNY",05692,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,"HS For Math, Science and Engineering @ CCNY",05692,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,"HS For Math, Science and Engineering @ CCNY",05692,W,PSAL," $	14,033.29 "
CROSS COUNTRY BOYS,Boys,"HS For Math, Science and Engineering @ CCNY",05692,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,"HS For Math, Science and Engineering @ CCNY",05692,F,PSAL," $	6,161.29 "
INDOOR TRACK BOYS,Boys,"HS For Math, Science and Engineering @ CCNY",05692,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,"HS For Math, Science and Engineering @ CCNY",05692,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,"HS For Math, Science and Engineering @ CCNY",05692,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,"HS For Math, Science and Engineering @ CCNY",05692,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,"HS For Math, Science and Engineering @ CCNY",05692,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,"HS For Math, Science and Engineering @ CCNY",05692,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,"HS For Math, Science and Engineering @ CCNY",05692,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,"HS For Math, Science and Engineering @ CCNY",05692,S,PSAL," $	7,530.71 "
BASEBALL BOYS VARSITY,Boys,HS Health Profession/Human Services,02380,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,HS Health Profession/Human Services,02380,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,HS Health Profession/Human Services,02380,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,W,PSAL," $	14,033.29 "
CROSS COUNTRY GIRLS,Girls,HS Health Profession/Human Services,02380,F,PSAL," $	6,161.29 "
FLAG FOOTBALL GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,S,PSAL," $	6,744.26 "
HANDBALL BOYS VARSITY,Boys,HS Health Profession/Human Services,02380,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,S,PSAL," $	5,744.56 "
INDOOR TRACK GIRLS,Girls,HS Health Profession/Human Services,02380,W,PSAL," $	8,936.68 "
OUTDOOR TRACK GIRLS,Girls,HS Health Profession/Human Services,02380,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,HS Health Profession/Human Services,02380,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,S,PSAL," $	12,414.75 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,HS Health Profession/Human Services,02380,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,HS Health Profession/Human Services,02380,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,HS Of American Studies @ Lehman College          ,10541,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,HS Of American Studies @ Lehman College          ,10541,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS Of American Studies @ Lehman College          ,10541,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,HS Of American Studies @ Lehman College          ,10541,F,PSAL," $	5,697.40 "
CROSS COUNTRY BOYS,Boys,HS Of American Studies @ Lehman College          ,10541,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,HS Of American Studies @ Lehman College          ,10541,F,PSAL," $	6,161.29 "
OUTDOOR TRACK BOYS,Boys,HS Of American Studies @ Lehman College          ,10541,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,HS Of American Studies @ Lehman College          ,10541,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,HS Of American Studies @ Lehman College          ,10541,S,PSAL," $	12,414.75 "
TENNIS BOYS VARSITY,Boys,HS Of American Studies @ Lehman College          ,10541,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,HS Of American Studies @ Lehman College          ,10541,F,PSAL," $	5,719.69 "
BASEBALL BOYS VARSITY,Boys,HS of Art & Design,02531,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,HS of Art & Design,02531,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS of Art & Design,02531,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,HS of Art & Design,02531,F,PSAL," $	5,697.40 "
FENCING BOYS VARSITY,Boys,HS of Art & Design,02531,F,PSAL," $	6,283.40 "
HANDBALL BOYS VARSITY,Boys,HS of Art & Design,02531,S,PSAL," $	5,700.79 "
SOCCER BOYS VARSITY,Boys,HS of Art & Design,02531,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,HS of Art & Design,02531,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,HS of Art & Design,02531,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,HS of Art & Design,02531,W,PSAL," $	5,682.89 "
VOLLEYBALL BOYS VARSITY,Boys,HS of Art & Design,02531,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,HS of Art & Design,02531,F,PSAL," $	7,447.78 "
BASEBALL BOYS VARSITY,Boys,HS of Info & Network Technology,10368,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,HS of Info & Network Technology,10368,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS of Info & Network Technology,10368,W,PSAL," $	14,033.29 "
OUTDOOR TRACK BOYS,Boys,HS of Info & Network Technology,10368,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,HS of Info & Network Technology,10368,S,PSAL," $	8,302.65 "
SOFTBALL GIRLS VARSITY,Girls,HS of Info & Network Technology,10368,S,PSAL," $	12,414.75 "
VOLLEYBALL GIRLS VARSITY,Girls,HS of Info & Network Technology,10368,F,PSAL," $	7,447.78 "
BASEBALL BOYS JR. VARSITY,Boys,HS Telecommunication Arts & Technology,20500,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,HS Telecommunication Arts & Technology,20500,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,HS Telecommunication Arts & Technology,20500,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	6,161.29 "
HANDBALL BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,S,PSAL," $	5,744.56 "
OUTDOOR TRACK BOYS,Boys,HS Telecommunication Arts & Technology,20500,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,HS Telecommunication Arts & Technology,20500,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	8,847.91 "
TENNIS GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,HS Telecommunication Arts & Technology,20500,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,HS Telecommunication Arts & Technology,20500,F,PSAL," $	7,447.78 "
BADMINTON BOYS VARSITY,Boys,Hunter College High School,02816,F,PSAL," $	5,965.74 "
BADMINTON GIRLS VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	5,819.87 "
BASEBALL BOYS VARSITY,Boys,Hunter College High School,02816,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Hunter College High School,02816,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Hunter College High School,02816,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Hunter College High School,02816,F,PSAL," $	5,697.40 "
CROSS COUNTRY BOYS,Boys,Hunter College High School,02816,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Hunter College High School,02816,F,PSAL," $	6,161.29 "
FENCING BOYS VARSITY,Boys,Hunter College High School,02816,F,PSAL," $	6,283.40 "
FENCING GIRLS VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	6,315.37 "
GOLF COED VARSITY,Coed,Hunter College High School,02816,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	5,858.70 "
INDOOR TRACK BOYS,Boys,Hunter College High School,02816,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Hunter College High School,02816,W,PSAL," $	8,936.68 "
LACROSSE BOYS VARSITY,Boys,Hunter College High School,02816,S,PSAL," $	10,482.77 "
LACROSSE GIRLS JUNIOR VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	5,624.82 "
LACROSSE GIRLS VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,Hunter College High School,02816,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Hunter College High School,02816,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Hunter College High School,02816,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,Hunter College High School,02816,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	8,847.91 "
TENNIS BOYS VARSITY,Boys,Hunter College High School,02816,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,Hunter College High School,02816,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,Hunter College High School,02816,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Hunter College High School,02816,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,Hunter College High School,02816,S,PSAL," $	9,242.15 "
CROSS COUNTRY GIRLS,Girls,Hyde Leadership Charter School,08345,F,PSAL," $	6,161.29 "
BASEBALL BOYS VARSITY,Boys,Information Technology HS,30502,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Information Technology HS,30502,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Information Technology HS,30502,W,PSAL," $	14,033.29 "
BOWLING GIRLS VARSITY,Girls,Information Technology HS,30502,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,Information Technology HS,30502,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,Information Technology HS,30502,F,PSAL," $	6,161.29 "
FENCING BOYS VARSITY,Boys,Information Technology HS,30502,F,PSAL," $	6,283.40 "
FENCING GIRLS VARSITY,Girls,Information Technology HS,30502,S,PSAL," $	6,315.37 "
FOOTBALL BOYS JR. VARSITY,Boys,Information Technology HS,30502,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Information Technology HS,30502,F,PSAL," $	30,931.65 "
INDOOR TRACK BOYS,Boys,Information Technology HS,30502,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,Information Technology HS,30502,W,PSAL," $	8,936.68 "
OUTDOOR TRACK BOYS,Boys,Information Technology HS,30502,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Information Technology HS,30502,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Information Technology HS,30502,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,Information Technology HS,30502,S,PSAL," $	12,414.75 "
VOLLEYBALL BOYS VARSITY,Boys,Information Technology HS,30502,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Information Technology HS,30502,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Information Technology HS,30502,W,PSAL," $	9,242.15 "
BASEBALL BOYS VARSITY,Boys,Institute For Collaborative Education,02378,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Institute For Collaborative Education,02378,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Institute For Collaborative Education,02378,W,PSAL," $	14,033.29 "
SOCCER GIRLS JR. VARSITY,Girls,Institute For Collaborative Education,02378,S,PSAL," $	6,705.19 "
SOFTBALL GIRLS VARSITY,Girls,Institute For Collaborative Education,02378,S,PSAL," $	12,414.75 "
TABLE TENNIS BOYS VARSITY,Boys,Institute For Collaborative Education,02378,W,PSAL," $	5,725.60 "
BASKETBALL BOYS VARSITY,Boys,Jacqueline K. Onassis Inter Careers,02545,W,PSAL," $	14,011.52 "
BASEBALL BOYS VARSITY,Boys,Jamaica,28517,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,Jamaica,28517,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,Jamaica,28517,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Jamaica,28517,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,Jamaica,28517,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,Jamaica,28517,F,PSAL," $	5,710.03 "
CRICKET COED VARSITY,Coed,Jamaica,28517,S,PSAL," $	8,765.35 "
CROSS COUNTRY GIRLS,Girls,Jamaica,28517,F,PSAL," $	6,161.29 "
DOUBLE DUTCH COED VARSITY,Coed,Jamaica,28517,S,PSAL," $	6,708.90 "
FENCING BOYS VARSITY,Boys,Jamaica,28517,F,PSAL," $	6,283.40 "
FLAG FOOTBALL GIRLS VARSITY,Girls,Jamaica,28517,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,Jamaica,28517,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,Jamaica,28517,F,PSAL," $	30,931.65 "
GOLF COED VARSITY,Coed,Jamaica,28517,S,PSAL," $	5,777.33 "
INDOOR TRACK GIRLS,Girls,Jamaica,28517,W,PSAL," $	8,936.68 "
LACROSSE BOYS VARSITY,Boys,Jamaica,28517,S,PSAL," $	10,482.77 "
OUTDOOR TRACK BOYS,Boys,Jamaica,28517,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,Jamaica,28517,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,Jamaica,28517,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Jamaica,28517,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Jamaica,28517,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,Jamaica,28517,S,PSAL," $	6,562.93 "
SWIMMING BOYS VARSITY,Boys,Jamaica,28517,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,Jamaica,28517,F,PSAL," $	8,847.91 "
TENNIS BOYS VARSITY,Boys,Jamaica,28517,S,PSAL," $	5,748.02 "
VOLLEYBALL BOYS VARSITY,Boys,Jamaica,28517,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS VARSITY,Girls,Jamaica,28517,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,Jamaica,28517,W,PSAL," $	9,242.15 "
BADMINTON BOYS VARSITY,Boys,James Madison,22527,F,PSAL," $	5,965.74 "
BADMINTON GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,James Madison,22527,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,James Madison,22527,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,James Madison,22527,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,James Madison,22527,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,James Madison,22527,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,James Madison,22527,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	5,710.03 "
CROSS COUNTRY BOYS,Boys,James Madison,22527,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,James Madison,22527,F,PSAL," $	6,161.29 "
FLAG FOOTBALL GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,James Madison,22527,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,James Madison,22527,F,PSAL," $	30,931.65 "
GOLF COED VARSITY,Coed,James Madison,22527,S,PSAL," $	5,777.33 "
GOLF GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	5,858.70 "
HANDBALL BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,James Madison,22527,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,James Madison,22527,W,PSAL," $	8,936.68 "
LACROSSE BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	10,482.77 "
LACROSSE GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,James Madison,22527,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,James Madison,22527,S,PSAL," $	8,302.65 "
RUGBY BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	7,313.36 "
RUGBY GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	7,132.98 "
SOCCER BOYS VARSITY,Boys,James Madison,22527,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS JR. VARSITY,Girls,James Madison,22527,S,PSAL," $	6,786.62 "
SOFTBALL GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,James Madison,22527,S,PSAL," $	6,562.93 "
SWIMMING BOYS VARSITY,Boys,James Madison,22527,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	8,847.91 "
TABLE TENNIS BOYS VARSITY,Boys,James Madison,22527,W,PSAL," $	5,725.60 "
TABLE TENNIS GIRLS VARSITY,Girls,James Madison,22527,W,PSAL," $	5,682.89 "
TENNIS BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	5,748.02 "
TENNIS GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	5,719.69 "
VOLLEYBALL BOYS VARSITY,Boys,James Madison,22527,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,James Madison,22527,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,James Madison,22527,F,PSAL," $	7,447.78 "
WRESTLING BOYS VARSITY,Boys,James Madison,22527,W,PSAL," $	9,242.15 "
WRESTLING GIRLS VARSITY,Girls,James Madison,22527,S,PSAL," $	9,242.15 "
BASEBALL BOYS JR. VARSITY,Boys,James Monroe Campus,12490,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,James Monroe Campus,12490,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,James Monroe Campus,12490,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,James Monroe Campus,12490,W,PSAL," $	14,011.52 "
BOWLING BOYS VARSITY,Boys,James Monroe Campus,12490,F,PSAL," $	5,697.40 "
SOCCER BOYS VARSITY,Boys,James Monroe Campus,12490,F,PSAL," $	9,606.82 "
SOFTBALL GIRLS VARSITY,Girls,James Monroe Campus,12490,S,PSAL," $	12,414.75 "
STUNT COED VARSITY,Coed,James Monroe Campus,12490,S,PSAL," $	6,562.93 "
SWIMMING BOYS VARSITY,Boys,James Monroe Campus,12490,W,PSAL," $	8,865.73 "
BASEBALL BOYS VARSITY,Boys,Jane Addams Campus,08523,S,PSAL," $	12,672.16 "
BASKETBALL BOYS VARSITY,Boys,Jane Addams Campus,08523,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,Jane Addams Campus,08523,W,PSAL," $	14,033.29 "
BOWLING GIRLS VARSITY,Girls,Jane Addams Campus,08523,F,PSAL," $	5,710.03 "
SOCCER BOYS VARSITY,Boys,Jane Addams Campus,08523,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,Jane Addams Campus,08523,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS VARSITY,Girls,Jane Addams Campus,08523,S,PSAL," $	12,414.75 "
TABLE TENNIS GIRLS VARSITY,Girls,Jane Addams Campus,08523,W,PSAL," $	5,682.89 "
VOLLEYBALL GIRLS VARSITY,Girls,Jane Addams Campus,08523,F,PSAL," $	7,447.78 "
BADMINTON GIRLS VARSITY,Girls,John Adams,27519,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,John Adams,27519,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,John Adams,27519,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,John Adams,27519,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,John Adams,27519,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS JR. VARSITY,Girls,John Adams,27519,W,PSAL," $	8,768.04 "
BASKETBALL GIRLS VARSITY,Girls,John Adams,27519,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,John Adams,27519,F,PSAL," $	5,697.40 "
BOWLING GIRLS VARSITY,Girls,John Adams,27519,F,PSAL," $	5,710.03 "
CRICKET COED VARSITY,Coed,John Adams,27519,S,PSAL," $	8,765.35 "
FLAG FOOTBALL GIRLS VARSITY,Girls,John Adams,27519,S,PSAL," $	6,744.26 "
FOOTBALL BOYS JR. VARSITY,Boys,John Adams,27519,F,PSAL," $	11,761.71 "
FOOTBALL BOYS VARSITY,Boys,John Adams,27519,F,PSAL," $	30,931.65 "
GOLF GIRLS VARSITY,Girls,John Adams,27519,F,PSAL," $	5,858.70 "
HANDBALL BOYS VARSITY,Boys,John Adams,27519,S,PSAL," $	5,700.79 "
HANDBALL GIRLS VARSITY,Girls,John Adams,27519,S,PSAL," $	5,744.56 "
INDOOR TRACK BOYS,Boys,John Adams,27519,W,PSAL," $	8,950.18 "
INDOOR TRACK GIRLS,Girls,John Adams,27519,W,PSAL," $	8,936.68 "
LACROSSE GIRLS VARSITY,Girls,John Adams,27519,S,PSAL," $	10,461.56 "
OUTDOOR TRACK BOYS,Boys,John Adams,27519,S,PSAL," $	8,314.00 "
OUTDOOR TRACK GIRLS,Girls,John Adams,27519,S,PSAL," $	8,302.65 "
SOCCER BOYS VARSITY,Boys,John Adams,27519,F,PSAL," $	9,606.82 "
SOCCER GIRLS VARSITY,Girls,John Adams,27519,F,PSAL," $	9,626.43 "
SOFTBALL GIRLS JR. VARSITY,Girls,John Adams,27519,S,PSAL," $	6,786.62 "
SOFTBALL GIRLS VARSITY,Girls,John Adams,27519,S,PSAL," $	12,414.75 "
SWIMMING BOYS VARSITY,Boys,John Adams,27519,W,PSAL," $	8,865.73 "
SWIMMING GIRLS VARSITY,Girls,John Adams,27519,F,PSAL," $	8,847.91 "
TENNIS BOYS VARSITY,Boys,John Adams,27519,S,PSAL," $	5,748.02 "
VOLLEYBALL BOYS VARSITY,Boys,John Adams,27519,S,PSAL," $	7,530.71 "
VOLLEYBALL GIRLS JR. VARSITY,Girls,John Adams,27519,F,PSAL," $	5,223.27 "
VOLLEYBALL GIRLS VARSITY,Girls,John Adams,27519,F,PSAL," $	7,447.78 "
BADMINTON GIRLS VARSITY,Girls,John Bowne,25521,S,PSAL," $	5,819.87 "
BASEBALL BOYS JR. VARSITY,Boys,John Bowne,25521,S,PSAL," $	5,522.50 "
BASEBALL BOYS VARSITY,Boys,John Bowne,25521,S,PSAL," $	12,672.16 "
BASKETBALL BOYS JR. VARSITY,Boys,John Bowne,25521,W,PSAL," $	8,662.79 "
BASKETBALL BOYS VARSITY,Boys,John Bowne,25521,W,PSAL," $	14,011.52 "
BASKETBALL GIRLS VARSITY,Girls,John Bowne,25521,W,PSAL," $	14,033.29 "
BOWLING BOYS VARSITY,Boys,John Bowne,25521,F,PSAL," $	5,697.40 "
CRICKET COED VARSITY,Coed,John Bowne,25521,S,PSAL," $	8,765.35 "
CROSS COUNTRY BOYS,Boys,John Bowne,25521,F,PSAL," $	6,181.42 "
CROSS COUNTRY GIRLS,Girls,John Bowne,25521,F,PSAL," $	6,161.29 "
