URL,Date of Notice,Event Number,Rapid Response Specialist,Reason Stated for Filing,Company,County,WDB Name,Region,Contact,Phone,Business Type,Number Affected,Total Employees,Layoff Date,Closing Date,Reason for Dislocation,FEIN NUM,Union,Classification
https://labor.ny.gov/app/warn/details.asp?id=7599,1/15/2020                              Amendment: 3/23/2020,2019-0229,Stuart Goldberg,Plant Closing,"      Blakely LLC dba the Blakely Hotel 136 West 55th Street New York,NY 10019",New York,NEW YORK CITY,New York City," Fred Hartman,General Manager",(212) 245-1800,Hotel,54.0,54,Separations are expected to occur during the 14-day period starting on 4/16/2020.," Closing date has been accelerated to March 18,2020 from April 16,2020 due to unforeseen business circumstances related to the COVID-19 national emergency.",Economic,11-3701359," New York Hotel & Motel Trades Council,AFL-CIO",Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7600,1/30/2020                             Amendment: 3/27/2020,2019-0270,Frederick Danks,Plant Closing,"      Long Island Custom Windows LLC dba Renewal by Anderson of Long Island (Call Center) 2029 New Highway Farmingdale,NY 11735",Nassau,,Long Island," Glenn Shuster,Head of People Operations",( 917) 797-0889,Call Center,29.0,29," Separations will occur during the 14-day period beginning on April 29,2020."," Closing date has been accelerated to March 27,2020 from April 19,2020 due to unforeseen business circumstances related to the COVID-19 national emergency.",Economic,36-4619760,The employees are not represented by a union.,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7601,3/25/2020,2019-0791,Stuart Goldberg,Temporary Plant Closing,"      Louis Christopher Management,LLC (multiple sites) 457 Court Street Brooklyn,NY 11231",Kings,NEW YORK CITY,New York City," Leah Riegel,HR Consultant",(717) 606-6367,Restaurant,118.0,,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7602,3/19/2020,2019-0772,Stuart Goldberg,Temporary Plant Layoff,"      The Bowery Hotel,LLC 335 Bowery New York,NY 10003",New York,NEW YORK CITY,New York City," Kirk Wilson,General Manager",(212) 505-9100,Hotel,87.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7603,3/19/2020,2019-0771,Stuart Goldberg,Temporary Plant Layoff,"      Lotte New York Palace Hotel 455 Madison Avenue New York,NY 10022",New York,NEW YORK CITY,New York City," Christine Falciglia,DHR",(212) 303-6042,Hotel,335.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7604,3/16/2020,2019-0743,Stuart Goldberg,Temporary Plant Closing,"      Tokyo Mama,Inc. dba SAKE BAR DECIBEL 240 E. 9th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7605,3/26/2020,2019-0748,Stuart Goldberg,Temporary Plant Closing,"      Chumley's 86 LLC 86 Bedford Street New York,NY 10014",New York,,New York City," Alessandro Borgognone,HR Coordinator",(646) 209-1687,Restaurant,19.0,,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7606,3/25/2020,2019-0768,Stuart Goldberg,Plant Layoff,"      Brits on Madison LLC 5 Madison Avenue New York,NY 10010",New York,NEW YORK CITY,New York City," Melissa MacLeod,Vice President and General Counsel",(267) 312-1644,Restaurant,139.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7607,3/19/2020,2019-0767,Stuart Goldberg,Temporary Plant Layoff,"      Bowery F&B,LLC 335 Bowery New York,NY 10003",New York,NEW YORK CITY,New York City," Krik Wilson,General Manager",(212) 505-9100,Restaurant,209.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7608,3/25/2020,2019-0930,Stuart Goldberg,Plant Layoff,"      SRHG West,LLC 281 Park Ave. S New York,NY 10010",New York,NEW YORK CITY,New York City,Melissa MacLeod,(267) 312-1644,Restaurant,181.0,,3/23/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7609,3/25/2020,2019-0927,Stuart Goldberg,Temporary Plant Layoff,"      The Roosevelt Hotel NYC 45 East 45th Street New York,NY 10017",New York,NEW YORK CITY,New York City," Marc Sternagel,General Manager",(212) 661-9600,Hotel,507.0,,3/21/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7610,3/27/2020,2019-0926,Stuart Goldberg,Temporary Plant Closing,"      Loews Regency New York Hotel 540 Park Avenue New York,NY 10065",New York,NEW YORK CITY,New York City," John Maibach,Managing Director",(212) 339-4002,Hotel,285.0,285,3/28/2020,3/28/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7611,3/27/2020,2019-0942,Stuart Goldberg,Temporary Plant Layoff,"      Hudson Rooftop LLC 18th 9th Ave. New York,NY 10014",New York,NEW YORK CITY,New York City," Jeremy McGraw,Global Director of Human Resources",(212) 924-2959,Restaurant,44.0,44,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,83-3170252,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7612,3/27/2020,2019-0943,Stuart Goldberg,Temporary Plant Closing,"      Bagatelle Little West 12th LLC 1 Little West 12th New York,NY 10014",New York,NEW YORK CITY,New York City," Jeremy McGraw,Global Director of Human Resources",(212) 924-2959,Restaurant,91.0,91,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,45-2981961,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7613,3/27/2020,2019-0944,Stuart Goldberg,Temporary Plant Closing,"      Bagatelle Downtown LLC 18th 9th Ave. New York,NY 10014",New York,,New York City," Jeremy McGraw,Global Director of Human Resources",(212) 924-2959,Restaurant,30.0,30,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,83-4489501,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7614,4/1/2020,2019-0988,Stuart Goldberg,Temporary Plant Closing,"      Camp NYC,Inc. 30 West 21st Street,2nd Floor New York,NY 10011",New York/Kings,NEW YORK CITY,New York City," Roseanna Kilts,Sr. HR Manager",(917) 900-4783 Ext: 783,Toy Store,91.0,91,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7615,3/23/2020,2019-0995,Stuart Goldberg,Temporary Plant Closing,"      Triomphe Restaurant Corp. dba Jean-Georges Restaurant 1 Central Park West New York,NY 10023",New York,NEW YORK CITY,New York City," Jean-Georges Vongerichten,Human Resources Representative",(717) 606-6367,Restaurant,216.0,216,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7616,3/23/2020,2019-0997,Stuart Goldberg,Temporary Plant Closing,"      Lucy Kitchen LLC,dba abc v 38 East 19th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Jean-Georges Vongerichten,Human Resources Representative",(717) 606-6367,Restaurant,177.0,177,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7617,3/27/2020,2019-0992,Stuart Goldberg,Temporary Plant Layoff,"      Levain Bakery and Engage PEO 33 East 33rd Street,Suite 1105 New York,NY 10016",New York,NEW YORK CITY,New York City," Jennifer Perlmutter,Director of Human Resources",-----,Restaurant,53.0,53,3/26/2020,3/26/2020,Unforeseeable business circumstances prompted by COVID-19,45-2568563,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7618,3/23/2020,2019-0993,Stuart Goldberg,Plant Temporary Closing,"      Mercer Kitchen LLC,dba Mercer Kitchen 99 Prince St. New York,NY 10012",Kings,NEW YORK CITY,New York City," Jean-Georges Vongerichten,HR Representative",(717) 606-6367,Restaurant,170.0,170,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Temporary Closing
https://labor.ny.gov/app/warn/details.asp?id=7619,3/24/2020,2019-0994,Stuart Goldberg,Temporary Plant Closing,"      Origine LLC,dba JoJo 160 East 64th St. New York,NY 10065",New York,NEW YORK CITY,New York City," Jean-Georges Vongerichten,Human Resources Representative",(717) 606-6367,Restaurant,51.0,51,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7620,3/26/2020,2019-1085,Stuart Goldberg,Temporary Plant Layoff,"      Hotel 57 Services LLC dba Four Seasons Hotel New York 57 East 57th Street New York,NY 10022",Queens,NEW YORK CITY,New York City," John Connolly,Director of Operations",(718) 916-0454,Hotel,372.0,,3/21/2020,,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council Motel Trades Council,AFL-CIO,UNITE HERE",Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7533,1/13/2020                              Amendment: 3/25/2020,2019-0266,Stuart Goldberg,Plant Closing,"      Opening Ceremony,LLC 202 Centre Street,8th & 4th Floor New York,NY 10013",New York,NEW YORK CITY,New York City," Mitra Shalforoosh,Human Resources Manager",(646) 942-5188,an American clothing brand and retailer,33.0,83 (Total employees at all sites)," May 4,2020,May 20,2020,and June 30,2020"," Closing date for the Howard Street location has been accelerated to March 29,2020 from June 30,2020 due to unforeseen business circumstances related to the COVID-19 national emergency.",Sale of the business to a buyer who is relocating overseas and for economic reasons.,13-4199006,The employees are not represented by a union.,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7534,2/7/2020                                  Amendment: 3/24/2020,2019-0284,Stuart Goldberg,Plant Closing,"      Morimoto NY Venture,L.P. 88 Tenth Avenue New York,NY 10011",New York,NEW YORK CITY,New York City," Melissa MacLeod,Vice President and General Counsel",(267) 238-3645,Modern Japanese restaurant,113.0,113," Separations will occur on May 10,2020,or the 14-day period commencing on that date."," Closing date has been accelerated to March 23,2020 from May 10,2020 due to unforeseen business circumstances related to the COVID-19 national emergency.",Expiration of building lease,51-0492981,The employees are not represented by a union.,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7535,3/20/2020,2019-0766,Stuart Goldberg,Temporary Plant Closing,"      The Sake Club,Inc. dba Kiosku 211 E 43rd Street,1st Floor New York,NY 10017",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7536,3/20/2020,2019-0765,Stuart Goldberg,Temporary Plant Closing,"      Hasaki Restaurant,Inc. 210 E. 9th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/20/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7537,3/20/2020,2019-0763,Stuart Goldberg,Temporary Plant Closing,"      Shinko Foods,Inc. dba Curry-Ya 214 East 10th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/20/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7538,3/20/2020,2019-0761,Stuart Goldberg,Temporary Plant Closing,"      Sobaya Restaurant,Inc. dba Rai Rai Ken 218 East 10th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030 E,Restaurant,,,3/20/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7540,3/19/2020,2019-0760,Stuart Goldberg,Temporary Plant Closing,"      Sobaya Restaurant,Inc. dba Sobaya 229 E. 9th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/19/2020,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7541,3/20/2020,2019-0759,Stuart Goldberg,Temporary Plant Closing,"      The Sake Club,Inc. dba Sakagura 211 E. 42rd Street,Basement Level New York,NY 10017",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7542,3/24/2020,2019-0758,Stuart Goldberg,Temporary Plant Closing,"      GBND Enterprises,Inc. dba Village Underground 130 West 3rd Street New York,NY 10012",New York,NEW YORK CITY,New York City," Juanita Dworman,Office Manager",(646) 354-1905,Music Venue,40.0,40,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7543,3/25/2020,2019-0756,Stuart Goldberg,Temporary Plant Closing,"      The Pickle People,LLC aka Maison Pickle 2315 Broadway New York,NY 10024",New York,NEW YORK CITY,New York City," Josiph Suero,Director of Human Resources",(212) 671-2711,Restaurant,67.0,67,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7544,3/27/2020,2019-0753,Stuart Goldberg,Temporary Plant Closing,"      84 William Street JV,LLC dba AKA Wall Street 84 William Street New York,NY 10038",New York,NEW YORK CITY,New York City," Kathleen Ragg,Executive Vice President",(484) 351-2006,Hotel,31.0,31,3/30/2020,3/30/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7545,3/25/2020,2019-0755,Stuart Goldberg,Temporary Plant Closing,"      Quick Pickle,LLC aka Jacob's Pickles TOM 55 Water Street,Unit #K6 Brooklyn,NY 11201",Kings,NEW YORK CITY,New York City," Josiph Suero,Director of Human Resources",(212) 671-2711,Restaurant,10.0,10,3/15/2020,3/15/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7546,3/25/2020,2019-0757,Michele Taylor,Temporary Plant Layoff,"      CRST dba Installs LLC 241 Main Street Buffalo,NY 14203",Erie,ERIE,Western,Laura Gawron,(716) 270-9082,Satellite Supplies,179.0,,3/22/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7547,12/23/2019                           Amendment: 3/30/2020,2019-0200,Elias Flores,Plant Closing,"      Benchmark Hospitality of Westchester,LLC (Doral Arrowwood Resort) 975 Anderson Hill Road Rye Brook,NY 10573",Westchester,WESTCH/PTNM,Mid-Hudson," Heidi Goodhart,Director of Human Resources",(914) 935-6652,Resort Hotel,275.0,275," The 12 remaining employees’ separation dates have been extended from the period January 6,2020 through January 19,2020 to March 31,2020.",1/12/2020,Loss of funding,47-4737551,The employees are not represented by a union.,Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7548,3/25/2020,2019-0751,Stuart Goldberg,Temporary Plant Layoff,"      New York Beer Co.,LLC dba Jacob's Pickles 509 Amsterdam Avenue New York,NY 10024",New York,NEW YORK CITY,New York City," Josiph Suero,Director of Human Resources",(212) 671-2711,Restaurant,82.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7549,3/25/2020,2019-0750,Stuart Goldberg,Temporary Plant Closing,"      Tiki Chicki,LLC dba Tiki Chick 517 Amsterdam Avenue New York,NY 10024",New York,NEW YORK CITY,New York City," Josiph Suero,Director of Human Resources",(212) 671-2711,Restaurant,23.0,,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7550,3/26/2020,2019-0749,Stuart Goldberg,Temporary Plant Closing,"      Sushi Nakazawa LLC 23 Commerce Street New York,NY 10014",New York,NEW YORK CITY,New York City," Anna Borgognone,HR Coordinator",(646) 209-1687,Restaurant,44.0,,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7551,3/24/2020,2019-0747,Stuart Goldberg,Temporary Plant Closing,"      Dynamic Music,Inc. dba The Olive Tree Café/Comedy Cellar 117 MacDougal Street New York,NY 10012",New York,NEW YORK CITY,New York City," Juanita Dworman,Office Manager",(646) 354-1905,Restaurant,64.0,,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7553,3/25/2020,2019-0744,Stuart Goldberg,Temporary Plant Closing,"      Dr. Howard Dr. Fine,LLC 53 Howard Street New York,NY 10013",New York,NEW YORK CITY,New York City," Melissa MacLeod,Vice President and General Counsel",(267) 312-1644,Restaurant,68.0,,3/23/2020,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7554,3/18/2020,2019-0742,Stuart Goldberg,Temporary Plant Closing,"      Tokyo Mama,Inc. dba Cha-an 230 East 9th Street,2nd Floor New York,NY 10003",New York,NEW YORK CITY,New York City," Sakura Yagi,COO",(212) 228-3030,Restaurant,,,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7555,3/27/2020,2019-0754,Stuart Goldberg,Temporary Plant Closing,"      85 W Broadway JV LLC,aka Tribeca 85 W. Broadway New York,NY 10007",New York,NEW YORK CITY,New York City," Kathleen Ragg,Executive Vice President",(484) 351-2006,Hotel,27.0,,3/27/2020,3/27/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7556,3/20/2020,2019-0762,Stuart Goldberg,Temporary Plant Closing,"      Curry Ya 45,Inc. dba Curry-Ya 844 Second Ave. New York,NY 10017",New York,NEW YORK CITY,New York City," Sakura Yahi,COO",(212) 228-3030,Restaurant,,,3/17/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7557,3/25/2020,2019-0764,Stuart Goldberg,Temporary Plant Closing,"      Train Design,LLC 52 Gansevoort Street New York,NY 10014",New York,NEW YORK CITY,New York City," Melissa MacLeod,Vice President and General Counsel",(267) 312-1644,Restaurant,240.0,,3/23/2020,3/23/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7558,3/27/2020,2019-0703,Stuart Goldberg,Temporary Plant Closing,"      BL 62 West 9th Street dba CASA APICII 62 W 9th Street New York,NY 10011",New York,NEW YORK CITY,New York City," Michaela Keady,Chief of Staff",(248) 974-9522,Restaurant,23.0,,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7559,3/19/2020,2019-0790,Stuart Goldberg,Temporary Plant Closing,"      The Tuscany - A St Giles Signature Hotel 120 East 39th Street New York,NY 10016",New York,NEW YORK CITY,New York City," Robert Falco,Hotel Manager",(212) 868-1600,Hotel,75.0,,3/29/2020,3/29/2020,Unforeseeable business circumstances prompted by COVID-19,," New York Hotel & Motel Trades Council,AFL-CIO",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7560,3/24/2020,2019-0865,Stuart Goldberg,Temporary Plant Closing,"      The Mark Restaurant 25 E. 77th Street New York,NY 10075",New York,NEW YORK CITY,New York City," Hampton Chauncey,Director of Human Resources",(212) 606-4531,Restaurant,161.0,161,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,------,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7561,3/20/2020,2019-0864,Stuart Goldberg,Temporary Plant Layoff,"      Waverly Restaurant,LLC 16 Bank Street New York,NY 10014",New York,NEW YORK CITY,New York City," Courtney Garron,HR Manager",(646) 707-4889,Restaurant,82.0,,3/18/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7474,3/18/2020,2019-0630,Frederick Danks,Temporary Plant Closing,"      Best - Metropolitan Towel & Linen Supply Co. Inc. 60 Madison Avenue Hempstead,NY 11550",Nassau,HEMPSTEAD,Long Island," Edward Savarese Jr.,President",516-505-3333,Linen Supply,46.0,46,3/18/2020,3/18/2020,Unforeseeable business circumstances prompted by COVID-19,," Laundry,Distribution & Food Service Joint,Workers United,SEIU Local 99",Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7475,3/20/2020,2019-0629,Elias Flores,Temporary Plant Closing,"      Rivera Auto Group Inc. dba Rivera Toyota of Mount Kisco 325 N. Bedford Road Mount Kisco,NY 10549",Westchester,WESTCH/PTNM,Mid-Hudson," Ken Hicks,President",(914) 473-7316,Auto Dealership,,,3/19/2020,3/19/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7476,3/21/2020,2019-0628,Regenna Darrah,Temporary Plant Layoff,"      Emergency Planning Management Inc. 50 Methodist Hill Drive,Suite 700 Rochester,NY 14623",Monroe,MONROE,Finger Lakes," Jolene K. Melendez,Senior VP and CFO",(540) 842-2949,Emergency Relief,62.0,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union. Non Union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7477,3/23/2020,2019-0627,Stuart Goldberg,Temporary Plant Layoff,"      The Well 2 East 15th Street New York,NY 10003",New York,NEW YORK CITY,New York City," Adele Aharonof,Director of People",(347) 693-3399,Wellness Center,79.0,,3/29/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7478,3/23/2020,2019-0622,Melissa Baretsky,Temporary Plant Layoff,"      Renzi Foodservice 901 Rail Drive Watertown,NY 13601",Jefferson,JEFF/LEWIS,North Country," Karla Keruskie,Director of Human Resources",,Food Distribution,,,3/20/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7479,3/27/2020,2019-0842,Stuart Goldberg,Plant Layoff,"      Knotel,Inc. (2 locations) 29 West 35th Street New York,NY 10001",New York,,New York City," Ann Beemish,Head of Global People Operations",(917) 842-8055,Real Estate,100.0,,3/27/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7480,3/20/2020,2019-0841,Jackie Huertas,Temporary Plant Closing,"      Millennium Medical Leasing LLC 54 Dott Avenue Albany,NY 12205",Albany,,Capital,Gabrielle Sarda,-----,Medical Equipment,136.0,,3/17/2020,,Unforeseeable business circumstances prompted by COVID-19,47-1950899,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7481,3/26/2020,2019-0836,Stuart Goldberg,Temporary Plant Closing,"      Tonali,Inc. dba Maya 1191 1st Avenue New York,NY 10065",New York,NEW YORK CITY,New York City,Human Resources Team,-----,Restaurant,45.0,45,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,13-3926819,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7482,3/26/2020,2019-0837,Stuart Goldberg,Temporary Plant Closing,"      Zengo NYC,LLC 622 3rd Avenue New York,NY 10017",New York,,New York City,Human Resources Team,-----,Restaurant,59.0,59,3/17/2020,3/17/2020,Unforeseeable business circumstances prompted by COVID-19,27-0659046,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7483,3/24/2020,2019-0835,Stuart Goldberg,Temporary Plant Layoff,"      Cameron Mitchell Restaurants,LLC 123 W. 52nd Street New York,NY 10019",New York,NEW YORK CITY,New York City," Kerry T. Boyle,Vice President and General Counsel",(614) 621-2965,Restaurant,150.0,,3/16/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7484,3/24/2020,2019-0868,Stuart Goldberg,Temporary Plant Layoff,"      Soho House New York,LLC 515 W. 20th Street New York,NY 10011",New York,NEW YORK CITY,New York City," Reed Mettler,People and Development Manager",(646) 483-0603,Hotel,18.0,18,3/20/2020,3/20/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
https://labor.ny.gov/app/warn/details.asp?id=7485,3/24/2020,2019-0869,Stuart Goldberg,Temporary Plant Closing,"      Soho House New York,Inc.Members Club 29 9th Ave New York,NY 10014",New York,NEW YORK CITY,New York City," Reed Mettler,People and Development Manager",(646) 483-0603,Hotel,14.0,14,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7486,3/24/2020,2019-0870,Stuart Goldberg,Temporary Plant Closing,"      Soh-Ludlow Tenant,Inc.Members Club 139 Ludlow Street New York,NY 10002",New York,NEW YORK CITY,New York City," Reed Mettler,People and Development Manager",(646) 483-0603,Hotel,7.0,7,3/16/2020,3/16/2020,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Closing
https://labor.ny.gov/app/warn/details.asp?id=7487,3/26/2020,2019-0867,Stuart Goldberg,Temporary Plant Layoff,"      NeueHouse Management LLC 373 Park Ave S,Floor 5 New York,NY 10016",New York,NEW YORK CITY,New York City," Andrew Herschkowitz,VP of People and Culture",(917) 887-1680,Portfolio Management,62.0,,3/22/2020,,Unforeseeable business circumstances prompted by COVID-19,,The employees are not represented by a union,Temporary Plant Layoff
